Titles,Type,Episodes,Episode duration,Year,Demographic,Genres,Theme,Studio,Source,Members,Score
Urusei Yatsura 2: Beautiful Dreamer,Movie,1 ep,97 min ,1984,Shounen,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi",,Pierrot,Manga,18K,7.84
Hetalia: The Beautiful World Specials,Special,4 eps,5 min ,2013,,Comedy,Anthropomorphic,Studio Deen,Web manga,18K,7.47
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,Special,1 ep,24 min ,2019,,"Comedy,Girls Love",,Doga Kobo,Manga,18K,6.88
Code-E,TV,12 eps,24 min ,2007,,"Comedy,Romance,Sci-Fi",School,Studio Deen,Original,18K,6.4
Doraemon (2005),TV,? eps,25 min ,2005,Kids,"Comedy,Sci-Fi",Anthropomorphic,Shin-Ei Animation,Manga,18K,7.63
The iDOLM@STER Shiny Festa,OVA,3 eps,23 min ,2012,,"Comedy,Drama",Idols (Female),A-1 Pictures,Game,18K,7.19
Senyuu. Specials,Special,4 eps,5 min ,2013,Shounen,"Action,Comedy,Fantasy",,LIDENFILMS,Web manga,18K,6.99
Otonari ni Ginga,TV,? eps,0 min ,2023,Seinen,"Comedy,Romance",,Asahi Production,Manga,18K,N/A
Wakaokami wa Shougakusei! Movie,Movie,1 ep,94 min ,2018,,"Comedy,Slice of Life,Supernatural",,DLE,Novel,18K,7.51
"Wei, Kanjian Erduo La!",ONA,12 eps,3 min ,2018,,"Boys Love,Comedy,Slice of Life",,monofilmo,Web manga,18K,7.24
Rozen Maiden: Meitantei Kunkun - Duell Walzer,Special,1 ep,7 min ,2006,,"Comedy,Mystery",,Nomad,Manga,18K,6.47
Detective Conan OVA 10: Kid in Trap Island,OVA,1 ep,24 min ,2010,Shounen,"Adventure,Comedy,Mystery",Detective,TMS Entertainment,Manga,18K,7.76
Nijiiro Days: Nijiiro Biyori,OVA,1 ep,21 min ,2016,Shoujo,"Comedy,Romance",School,Production Reed,Manga,18K,6.76
Ai Yori Aoshi: Enishi - Miyuki,Special,1 ep,15 min ,2003,Seinen,"Comedy,Drama,Romance,Ecchi",,J.C.Staff,Manga,18K,6.9
Shuffle! Prologue,OVA,1 ep,8 min ,2005,Seinen,"Comedy,Fantasy,Romance",Harem,asread.,Visual novel,18K,6.67
Genshiken Nidaime OVA,OVA,1 ep,23 min ,2013,Seinen,"Comedy,Slice of Life",Parody,Production I.G,Manga,18K,7.16
Nana Recaps,Special,3 eps,23 min ,2006,Shoujo,"Comedy,Drama,Romance,Slice of Life",Adult Cast,Madhouse,Manga,18K,6.98
"Ore, Tsushima",TV,12 eps,1 min ,2021,Seinen,"Comedy,Slice of Life",Pets,Fanworks,Manga,17K,6.99
Dual! Parallel Lun-Lun Monogatari,TV,13 eps,25 min ,1999,,"Action,Comedy,Sci-Fi",Harem,AIC,Original,17K,7.08
Majutsushi Orphen: Revenge,TV,23 eps,24 min ,1999,,"Adventure,Comedy,Fantasy",,J.C.Staff,Light novel,17K,6.78
Negima!? Natsu Special!?,OVA,1 ep,27 min ,2006,,"Comedy,Fantasy,Romance,Ecchi",,GANSIS,Manga,17K,7.09
Yuru Camp△ Season 2 Specials,Special,2 eps,5 min ,2021,,"Comedy,Slice of Life",CGDCT,C-Station,Manga,17K,7.44
Detective Conan Movie 24: The Scarlet Bullet,Movie,1 ep,110 min ,2021,Shounen,"Action,Comedy,Drama,Mystery",Detective,TMS Entertainment,Manga,17K,7.73
Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming,ONA,12 eps,14 min ,2022,,"Adventure,Comedy,Fantasy",,Studio LAN,Novel,17K,6.82
Dororon Enma-kun Meeramera,TV,12 eps,24 min ,2011,,"Action,Comedy,Supernatural,Ecchi",Mythology,Brain's Base,Manga,17K,6.49
Kiddy GiRL-AND,TV,24 eps,25 min ,2009,,"Action,Comedy,Sci-Fi",Super Power,Satelight,Original,17K,6.85
Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,OVA,1 ep,12 min ,2008,Shounen,Comedy,,Pierrot,Manga,17K,6.57
Tsukumogami Kashimasu,TV,12 eps,25 min ,2018,,"Comedy,Supernatural",Historical,Telecom Animation Film,Novel,17K,6.7
Futari wa Precure: Max Heart,TV,47 eps,24 min ,2005,,"Action,Comedy,Fantasy",Mahou Shoujo,Toei Animation,Original,17K,6.98
Isekai Shoukan wa Nidome desu,TV,? eps,0 min ,2023,,"Action,Adventure,Comedy,Fantasy,Romance",Harem,Studio elle,Light novel,17K,N/A
Shinkon Gattai Godannar!!,TV,13 eps,25 min ,2003,,"Comedy,Romance,Sci-Fi,Ecchi",Mecha,AIC ASTA,Original,17K,6.66
Dr. Slump,TV,74 eps,25 min ,1997,Shounen,"Comedy,Sci-Fi,Slice of Life",Gag Humor,Toei Animation,Manga,17K,6.97
Bikini Warriors Special,Special,1 ep,4 min ,2015,,"Comedy,Fantasy,Ecchi",Parody,feel.,Other,17K,5.35
El Hazard: The Wanderers,TV,26 eps,23 min ,1995,,"Adventure,Comedy,Fantasy,Romance",Isekai,AIC,Original,17K,6.93
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,Special,1 ep,12 min ,2013,,"Action,Comedy",Military,Sunrise,,17K,7.08
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,OVA,1 ep,25 min ,2013,,"Comedy,Sports,Ecchi",School,Project No.9,,17K,6.94
Blue Dragon: Tenkai no Shichi Ryuu,TV,51 eps,20 min ,2008,,"Adventure,Comedy,Fantasy,Supernatural",,Pierrot,Game,17K,6.53
Bokura wa Minna Kawai-sou Specials,Special,14 eps,0 min ,2014,Seinen,Comedy,,Brain's Base,Manga,17K,7.14
Hatsukoi Limited.: Gentei Shoujo,Special,6 eps,4 min ,2009,Shounen,"Comedy,Ecchi",School,J.C.Staff,Manga,17K,6.66
Teppen!!!!!!!!!!!!!!!,TV,12 eps,23 min ,2022,,Comedy,School,Drive,Manga,17K,6.68
Himote House,TV,12 eps,12 min ,2018,,Comedy,Super Power,Bouncy,Original,17K,5.66
Bessatsu Olympia Kyklos,TV,24 eps,5 min ,2020,Seinen,"Comedy,Sports",Historical,Gosay Studio,Manga,17K,6.96
Manga de Wakaru! Fate/Grand Order,Special,1 ep,14 min ,2018,,Comedy,,A-1 Pictures,Game,17K,7.65
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,TV,373 eps,25 min ,1996,Shounen,Comedy,Adult Cast,Gallop,Manga,17K,7.77
Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,Movie,1 ep,26 min ,2007,,"Comedy,Romance,Supernatural,Ecchi",,Seven Arcs,Light novel,17K,7.02
Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,Special,3 eps,3 min ,2010,,Comedy,,Artland,,17K,7.34
Teekyuu 6,TV,12 eps,2 min ,2015,Shounen,Comedy,,Millepensee,Manga,17K,6.54
Bakuman.: Deraman.,Special,2 eps,25 min ,2012,Shounen,Comedy,Otaku Culture,J.C.Staff,Manga,17K,7.18
Kemono Friends 2,TV,12 eps,22 min ,2019,,"Adventure,Comedy",Anthropomorphic,Tomason,Game,17K,5.85
Ike! Ina-chuu Takkyuu-bu,TV,26 eps,24 min ,1995,,"Comedy,Ecchi",Gag Humor,Grouper Productions,Manga,17K,7.52
Tales of Eternia The Animation,TV,13 eps,22 min ,2001,,"Adventure,Comedy,Fantasy,Romance",,Xebec,Game,17K,6.2
Hoozuki no Reitetsu OVA,OVA,4 eps,26 min ,2015,Seinen,"Comedy,Fantasy,Supernatural",Mythology,Studio Deen,Manga,17K,7.85
Choukadou Girl ⅙,TV,12 eps,12 min ,2019,Seinen,"Comedy,Romance,Sci-Fi",,Studio A-CAT,Manga,17K,5.98
Urawa no Usagi-chan,TV,12 eps,3 min ,2015,,Comedy,School,A-Real,Original,17K,5.37
Ookami Shoujo to Kuro Ouji Recap,Special,1 ep,24 min ,2014,Shoujo,"Comedy,Romance",School,TYO Animations,Manga,17K,6.81
Hidamari Sketch x 365 Specials,Special,3 eps,24 min ,2009,,"Comedy,Slice of Life",CGDCT,Shaft,4-koma manga,17K,7.72
Rockman.EXE Axess,TV,51 eps,24 min ,2003,,"Action,Adventure,Comedy,Sci-Fi",Mecha,Xebec,Game,17K,7.14
Penguin Musume♥Heart,ONA,22 eps,11 min ,2008,,"Comedy,Slice of Life,Ecchi",Otaku Culture,Picture Magic,Manga,17K,6.71
Chu Feng: B.E.E,ONA,6 eps,16 min ,2015,,"Action,Comedy,Fantasy,Romance,Sci-Fi",Mecha,Haoliners Animation League,Manga,17K,5.86
Monster Farm: Legend e no Michi,TV,25 eps,24 min ,2000,,"Action,Adventure,Comedy,Fantasy",Isekai,TMS Entertainment,Game,17K,6.74
Nurse Witch Komugi-chan Magikarte,OVA,5 eps,24 min ,2002,,Comedy,Gag Humor,Kyoto Animation,Original,16K,6.63
Dominion,OVA,4 eps,37 min ,1988,,"Comedy,Sci-Fi",Detective,Agent 21,Manga,16K,6.88
Bakuman. 3rd Season Specials,Special,2 eps,3 min ,2013,,Comedy,,J.C.Staff,Manga,16K,6.97
Mugyutto! Black Clover,ONA,8 eps,7 min ,2019,Shounen,"Comedy,Fantasy",Parody,DLE,Manga,16K,6.47
Go! Princess Precure,TV,50 eps,24 min ,2015,,"Action,Comedy,Fantasy",Mahou Shoujo,Toei Animation,Original,16K,7.78
Lost Universe,TV,26 eps,22 min ,1998,,"Adventure,Comedy,Drama,Sci-Fi",Space,E&G Films,Light novel,16K,7.03
Arad Senki: Slap Up Party,TV,26 eps,25 min ,2009,,"Action,Adventure,Comedy,Fantasy",,Gonzo,Game,16K,6.71
Yuri Seijin Naoko-san,OVA,1 ep,6 min ,2010,,"Comedy,Girls Love",,ufotable,Manga,16K,5.8
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,Special,1 ep,5 min ,1993,Shounen,"Action,Adventure,Comedy,Fantasy,Slice of Life",Martial Arts,Toei Animation,Manga,16K,6.51
Potemayo,TV,12 eps,24 min ,2007,Seinen,Comedy,School,J.C.Staff,4-koma manga,16K,7.28
Layton Mystery Tanteisha: Katri no Nazotoki File,TV,50 eps,23 min ,2018,Kids,"Comedy,Mystery",,LIDENFILMS,Game,16K,7.24
Spy x Family The Movie,Movie,? eps,120 min ,2023,Shounen,"Action,Comedy",Childcare,Unknown,Manga,16K,N/A
Detective Conan OVA 02: 16 Suspects,OVA,1 ep,25 min ,2002,Shounen,"Adventure,Comedy,Mystery",Detective,TMS Entertainment,Manga,16K,7.32
Pucca (TV),TV,26 eps,23 min ,2006,,"Comedy,Romance",Parody,Unknown,,16K,6.64
Tenshi no Drop,Special,1 ep,5 min ,2013,,"Comedy,Ecchi",,AIC Frontier,Web manga,16K,3.36
Dragon Ball Super: Broly - Skytree Super,Special,1 ep,4 min ,2018,Shounen,"Action,Comedy",,Toei Animation,Manga,16K,7.22
Dogeza de Tanondemita: Isekai-hen,Special,1 ep,3 min ,2021,,"Comedy,Fantasy,Ecchi",,Adonero,Web manga,16K,5.69
Kinnikuman II Sei,TV,51 eps,24 min ,2002,Shounen,"Action,Comedy,Sci-Fi,Sports",Combat Sports,Toei Animation,Manga,16K,6.9
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,Special,1 ep,61 min ,2008,Shounen,Comedy,Gag Humor,Shaft,Manga,16K,7.41
Hataraku Saibou Specials,Special,5 eps,4 min ,2018,Shounen,Comedy,Educational,David Production,Manga,16K,6.66
Nakanohito Genome [Jikkyouchuu]: Knots of Memories,OVA,1 ep,24 min ,2020,,"Comedy,Drama",Video Game,SILVER LINK.,Web manga,16K,6.83
Umineko no Naku Koro ni Specials,Special,26 eps,1 min ,2009,,Comedy,Parody,Studio Deen,,16K,6.3
E's Otherwise,TV,26 eps,23 min ,2003,Shounen,"Adventure,Comedy,Drama,Sci-Fi,Supernatural",Military,Pierrot,Manga,16K,6.61
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Movie,1 ep,31 min ,1994,Shounen,"Action,Adventure,Comedy,Supernatural",Martial Arts,Studio Deen,,16K,7.36
Marginal#4: Kiss kara Tsukuru Big Bang,TV,12 eps,23 min ,2017,,Comedy,Idols (Male),J.C.Staff,Music,16K,6.69
Kagerou Daze: In a Day's,Movie,1 ep,23 min ,2016,,"Comedy,Romance,Sci-Fi,Slice of Life,Supernatural",,Jumonji,Music,16K,6.16
Kazemakase Tsukikage Ran,TV,13 eps,24 min ,2000,,"Adventure,Comedy",Historical,Madhouse,Original,16K,7.13
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,ONA,13 eps,2 min ,2014,,Comedy,,Studio PuYUKAI,Light novel,16K,6.66
Hataraku Maou-sama!! (Zoku-hen),-,? eps,0 min ,2023,,"Comedy,Fantasy",Isekai,Unknown,Light novel,16K,N/A
Koi Koi 7,TV,13 eps,25 min ,2005,,"Comedy,Romance",Harem,Studio Flag,Manga,16K,5.76
1,ONA,1 ep,0 min ,2013,,Comedy,,Unknown,Original,16K,3.37
Trava: Fist Planet,OVA,4 eps,13 min ,2002,,"Action,Comedy,Sci-Fi",Mecha,Madhouse,Original,16K,6.52
Piace: Watashi no Italian,TV,12 eps,4 min ,2017,,"Comedy,Gourmet,Slice of Life",Workplace,Zero-G,Web manga,16K,5.87
Yubisaki kara Honki no Netsujou 2: Koibito wa Shouboushi,ONA,8 eps,6 min ,2021,Josei,"Comedy,Romance,Hentai",,Studio Hokiboshi,Web manga,16K,6.27
Teekyuu 7,TV,12 eps,2 min ,2016,Shounen,Comedy,,Millepensee,Manga,16K,6.61
Needless+: Saint Lily Gakuen no Himitsu,Special,12 eps,2 min ,2009,Seinen,"Comedy,Ecchi",School,Madhouse,Manga,16K,6.72
Bikini Warriors OVA,OVA,6 eps,4 min ,2016,,"Comedy,Fantasy,Ecchi",Parody,feel.,Other,16K,5.51
Ojamajo Doremi Dokkaan!,TV,51 eps,24 min ,2002,Shoujo,Comedy,,Toei Animation,Original,16K,7.69
Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,OVA,1 ep,23 min ,2017,Shounen,"Comedy,Slice of Life",Iyashikei,J.C.Staff,Manga,16K,7.36
Watashi no Ashinaga Ojisan,TV,40 eps,23 min ,1990,,"Comedy,Romance,Slice of Life",Historical,Nippon Animation,Novel,16K,7.71
Fresh Precure!,TV,50 eps,25 min ,2009,,"Action,Comedy,Fantasy",Mahou Shoujo,Toei Animation,Original,15K,7.38
Dokyuu Hentai HxEros OVA,OVA,2 eps,23 min ,2020,Shounen,"Action,Comedy,Supernatural,Ecchi",School,Project No.9,Manga,15K,6.2
Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,Special,1 ep,4 min ,2014,,"Comedy,Girls Love",School,Seven,4-koma manga,15K,6.44
I★Chu: Halfway Through the Idol,TV,12 eps,24 min ,2021,,"Comedy,Slice of Life",Idols (Male),Lay-duce,Game,15K,6.57
Kuroko no Basket: Oshaberi Shiyou ka,Special,1 ep,15 min ,2017,Shounen,"Comedy,Sports",School,Production I.G,Manga,15K,7.18
Umayon,TV,12 eps,3 min ,2020,,Comedy,Anthropomorphic,DMM.futureworks,4-koma manga,15K,6.29
Bakuretsu Tenshi: Infinity,OVA,1 ep,27 min ,2007,Shounen,"Action,Comedy,Sci-Fi",Mecha,Gonzo,Original,15K,6.76
Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,OVA,1 ep,23 min ,2006,Shounen,"Comedy,Mystery",Detective,TMS Entertainment,Manga,15K,7.37
Boku no Kokoro no Yabai Yatsu,TV,? eps,0 min ,2023,Shounen,Comedy,Romantic Subtext,Shin-Ei Animation,Manga,15K,N/A
Upotte!! Miatte Waratte,OVA,1 ep,26 min ,2012,Seinen,"Comedy,Ecchi",Military,Xebec,Manga,15K,6.48
Bakuman. 2nd Season Special,Special,1 ep,4 min ,2012,,Comedy,,J.C.Staff,Manga,15K,6.67
Zoids Genesis,TV,50 eps,25 min ,2005,,"Action,Adventure,Comedy",Mecha,Shogakukan Music & Digital Entertainment,,15K,7.19
Utawarerumono Specials,Special,6 eps,11 min ,2006,,"Action,Comedy,Drama,Fantasy",,OLM,,15K,7.56
Corrector Yui,TV,52 eps,25 min ,1999,,"Adventure,Comedy,Sci-Fi",,Nippon Animation,Original,15K,6.91
Pokemon: Pikachu no Dokidoki Kakurenbo,Movie,1 ep,23 min ,2001,Kids,"Adventure,Comedy,Fantasy",,OLM,Game,15K,6.48
Kuragehime: Eiyuu Retsuden☆,Special,4 eps,5 min ,2011,Josei,Comedy,Visual Arts,Brain's Base,Manga,15K,6.56
Tenchi Muyou! Manatsu no Eve,Movie,1 ep,59 min ,1997,,"Action,Comedy,Sci-Fi",Space,AIC,Original,15K,7.11
Sola Specials,Special,2 eps,24 min ,2007,,"Comedy,Romance,Supernatural",,Nomad,Manga,15K,6.92
Gugure! Kokkuri-san Specials,Special,11 eps,3 min ,2014,Shounen,"Comedy,Romance,Supernatural",,TMS Entertainment,4-koma manga,15K,7.21
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,OVA,1 ep,43 min ,1993,,"Comedy,Romance,Sci-Fi",Harem,AIC,Original,15K,7.32
Baka to Test to Shoukanjuu Mini Anime,Special,1 ep,3 min ,2017,,Comedy,School,SILVER LINK.,Light novel,15K,6.68
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,OVA,1 ep,26 min ,2006,,"Comedy,Drama,Girls Love,Romance",Love Polygon,Studio Hibari,Manga,15K,6.77
Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,OVA,1 ep,25 min ,2003,Shounen,"Adventure,Comedy,Mystery",Detective,TMS Entertainment,Manga,15K,7.19
Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Movie,1 ep,30 min ,2005,Shounen,"Comedy,Sports",,Trans Arts,Manga,15K,7.44
Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special,Special,1 ep,23 min ,2011,,"Comedy,Romance,Ecchi",,Zexcs,Manga,15K,6.26
Final Fantasy,OVA,4 eps,30 min ,1994,,"Action,Adventure,Comedy,Fantasy",,Madhouse,Game,15K,6.1
Kanojo mo Kanojo 2nd Season,TV,? eps,0 min , -,Shounen,"Comedy,Romance",Harem,Unknown,Manga,15K,N/A
Anitore! XX: Hitotsu Yane no Shita de,TV,12 eps,4 min ,2016,,"Comedy,Sports",,Rising Force,Original,15K,5.58
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Movie,4 eps,2 min ,2013,,Comedy,,Shaft,Other,15K,6.13
Gokudou-kun Manyuuki,TV,26 eps,23 min ,1999,,"Adventure,Comedy,Fantasy",,Trans Arts,Light novel,15K,7.43
Witch Craft Works Specials,Special,6 eps,5 min ,2014,,Comedy,,J.C.Staff,Manga,15K,6.73
Plastic Little,OVA,1 ep,45 min ,1994,,"Action,Adventure,Comedy,Romance,Sci-Fi,Ecchi",Mecha,animate Film,Original,15K,6.12
Otogi Story Tenshi no Shippo,TV,12 eps,22 min ,2001,,"Comedy,Fantasy,Romance",Harem,Tokyo Kids,Original,15K,6.53
Hanada Shounen-shi,TV,25 eps,25 min ,2002,Seinen,"Comedy,Drama,Slice of Life,Supernatural",,Madhouse,Manga,15K,7.98
Ichigo Mashimaro Episode 0,Special,1 ep,4 min ,2005,,Comedy,CGDCT,Daume,4-koma manga,15K,7.03
Miss Monochrome The Animation 3,TV,13 eps,7 min ,2015,,"Comedy,Slice of Life",Idols (Female),LIDENFILMS,Original,15K,6.52
Dragon Quest: Your Story,Movie,1 ep,102 min ,2019,,"Adventure,Comedy,Fantasy",Martial Arts,Robot Communications,Game,15K,6.78
Happy☆Lesson Advance,TV,13 eps,24 min ,2003,,"Comedy,Romance",Harem,Studio Hibari,Manga,15K,6.78
Kämpfer Picture Drama,Special,1 ep,11 min ,2009,,Comedy,,Nomad,Light novel,15K,5.42
Watashi ni Tenshi ga Maiorita! Precious Friends,Movie,1 ep,67 min ,2022,,"Comedy,Girls Love",,Doga Kobo,4-koma manga,14K,7.09
Najica Dengeki Sakusen,TV,12 eps,23 min ,2001,,"Action,Comedy,Sci-Fi,Ecchi",,Studio Fantasia,Original,14K,5.98
Amaenaide yo!!: Yasumanaide yo!!,Special,1 ep,23 min ,2005,Seinen,"Comedy,Romance,Supernatural,Ecchi",Harem,Studio Deen,Manga,14K,6.63
Hikari to Mizu no Daphne,TV,24 eps,24 min ,2004,,"Comedy,Drama,Mystery,Sci-Fi,Ecchi",Detective,J.C.Staff,Original,14K,6.78
Akazukin Chacha,TV,74 eps,24 min ,1994,Shoujo,"Adventure,Comedy,Fantasy,Romance",,Gallop,Manga,14K,7.45
Dr. Slump: Arale-chan,TV,243 eps,25 min ,1981,Shounen,"Comedy,Sci-Fi,Slice of Life",Gag Humor,Toei Animation,Manga,14K,7.16
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai Specials,Special,2 eps,12 min ,2019,,"Comedy,Ecchi",Harem,Magia Doraglier,Light novel,14K,5.59
Princess Lover! Picture Drama,Special,6 eps,9 min ,2009,,"Comedy,Ecchi",Harem,GoHands,Visual novel,14K,6.18
Murenase! Seton Gakuen Special,Special,1 ep,6 min ,2020,,Comedy,School,Studio Gokumi,Manga,14K,6.46
Gintama: Monster Strike-hen,ONA,2 eps,11 min ,2019,,"Action,Comedy",Parody,Bandai Namco Pictures,Manga,14K,7.49
Show By Rock!! Mashumairesh!!,TV,12 eps,23 min ,2020,,Comedy,Music,Kinema Citrus,Game,14K,7.02
Hidamari Sketch x ☆☆☆ Specials,Special,2 eps,24 min ,2010,,"Comedy,Slice of Life",CGDCT,Shaft,4-koma manga,14K,7.8
Hataraku Saibou: Necchuushou - Moshimo Pocari Sweat ga Attara,ONA,1 ep,9 min ,2019,,Comedy,Educational,David Production,Manga,14K,6.63
Teekyuu 8,TV,12 eps,2 min ,2016,Shounen,Comedy,,Millepensee,Manga,14K,6.6
Puchi Pri*Yucie,TV,26 eps,25 min ,2002,Shoujo,"Comedy,Fantasy",,AIC,Original,14K,7.43
Megane na Kanojo,OVA,4 eps,14 min ,2010,Shounen,"Comedy,Romance",School,AIC Takarazuka,Manga,14K,6.65
Bananya: Fushigi na Nakama-tachi,TV,13 eps,2 min ,2019,Kids,"Comedy,Slice of Life",,Gathering,Original,14K,6.64
Pui Pui Molcar,TV,12 eps,2 min ,2021,Kids,Comedy,Anthropomorphic,Shin-Ei Animation,Other,14K,8.01
Ajimu: Kaigan Monogatari,ONA,4 eps,28 min ,2001,,"Comedy,Drama,Romance",Music,Actas,Original,14K,6.33
Working'!! Announcement Specials,ONA,2 eps,2 min ,2011,,Comedy,,A-1 Pictures,4-koma manga,14K,6.77
Takamiya Nasuno desu! Teekyuu Spin-off,TV,12 eps,2 min ,2015,Shounen,"Comedy,Slice of Life",,Millepensee,Manga,14K,6.4
"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",Movie,3 eps,5 min ,2018,,Comedy,,Kyoto Animation,,14K,6.54
Hidamari Sketch x SP,Special,2 eps,24 min ,2011,,"Comedy,Slice of Life",CGDCT,Shaft,4-koma manga,14K,7.76
Pokemon: Pikachu no Fuyuyasumi,OVA,2 eps,9 min ,1998,Kids,"Adventure,Comedy,Fantasy",,OLM,Game,14K,6.5
Ikkitousen: Xtreme Xecutor Specials,Special,6 eps,3 min ,2010,,"Comedy,Ecchi",,Arms,,14K,6.52
Saber Marionette J to X,TV,26 eps,25 min ,1998,,"Action,Adventure,Comedy,Sci-Fi",Harem,Hal Film Maker,,14K,7.28
Onara Gorou,TV,13 eps,3 min ,2016,,Comedy,Gag Humor,ILCA,Original,14K,5.54
Photon,OVA,6 eps,32 min ,1997,,"Action,Adventure,Comedy,Drama,Romance,Sci-Fi,Ecchi",Mecha,AIC,Original,14K,7.03
Kill Me Baby: Butsuzou Kegatte Nise Halloween,OVA,1 ep,27 min ,2013,,Comedy,Gag Humor,J.C.Staff,4-koma manga,14K,6.97
Onegai My Melody,TV,52 eps,24 min ,2005,,"Comedy,Fantasy",,Studio Comet,,14K,7.26
Caramel Honey,ONA,30 eps,2 min ,2018,,"Boys Love,Comedy",School,Anime Beans,Manga,14K,6.79
Digimon Universe: Appli Monsters,TV,52 eps,24 min ,2016,Kids,"Action,Adventure,Comedy,Fantasy,Sci-Fi",,Toei Animation,Original,14K,6.58
Osomatsu-san Movie,Movie,1 ep,108 min ,2019,,Comedy,Gag Humor,Pierrot,Manga,14K,7.88
Ishida to Asakura,TV,12 eps,2 min ,2013,Seinen,Comedy,School,Hotline,Manga,14K,5.87
Silent Möbius,TV,26 eps,24 min ,1998,,"Action,Comedy,Drama,Fantasy,Horror,Romance,Sci-Fi",,Radix,Manga,14K,6.78
Okusama ga Seitokaichou! OVA: Okusama Gekijou,Special,7 eps,0 min ,2016,Shounen,Comedy,,Seven,Manga,14K,6.67
Shin Strange+,TV,12 eps,3 min ,2014,Josei,"Comedy,Slice of Life",,Seven,Manga,14K,6.21
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,OVA,1 ep,50 min ,2005,Shoujo,"Comedy,Drama",,Gonzo,Original,14K,7.85
Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,TV,24 eps,1 min ,2020,,"Comedy,Slice of Life",Pets,Team TillDawn,Manga,14K,7.24
Kaleido Star: Aratanaru Tsubasa - Extra Stage,OVA,1 ep,24 min ,2004,,"Adventure,Comedy,Drama",Performing Arts,Gonzo,Original,14K,7.48
Sekikashita Kusanagi,ONA,1 ep,0 min ,2020,,"Comedy,Sci-Fi",,TMS Entertainment,Original,14K,7.28
Action Heroine Cheer Fruits,TV,12 eps,24 min ,2017,,"Comedy,Slice of Life",School,Diomedéa,Original,14K,6.53
Ryuugajou Nanana no Maizoukin PV,Special,1 ep,2 min ,2011,,"Comedy,Supernatural",,A-1 Pictures,Light novel,14K,6.57
Tonkatsu DJ Agetarou,TV,12 eps,9 min ,2016,Shounen,Comedy,Music,Studio Deen,Manga,14K,7.13
Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,OVA,1 ep,23 min ,2005,Shounen,"Adventure,Comedy,Mystery",Detective,TMS Entertainment,Manga,14K,7.23
Kaitou Joker,TV,13 eps,24 min ,2014,Kids,"Adventure,Comedy,Mystery",,Shin-Ei Animation,Manga,14K,6.93
Clamp Gakuen Tanteidan,TV,26 eps,24 min ,1997,Shoujo,"Action,Comedy,Mystery",,Pierrot,Manga,14K,6.85
Sakura Tsuushin,OVA,12 eps,21 min ,1997,,"Comedy,Drama,Romance,Slice of Life",Love Polygon,Shaft,Manga,14K,6.15
Amaenaide yo!! Katsu!!: Damasarenaide yo!!,Special,1 ep,23 min ,2006,Seinen,"Comedy,Romance,Supernatural,Ecchi",Harem,Studio Deen,Manga,14K,6.57
Kujibiki♥Unbalance,TV,12 eps,23 min ,2006,,"Comedy,Romance",School,Ajia-Do,Other,14K,6.25
Toaru Majutsu no Index 10th Anniversary PV,Special,1 ep,1 min ,2014,,"Action,Comedy,Sci-Fi",Super Power,J.C.Staff,Light novel,14K,6.79
Omae wa Mada Gunma wo Shiranai,TV,12 eps,3 min ,2018,,Comedy,School,Asahi Production,Web manga,14K,5.25
Ojisan to Marshmallow: Hige-san to Yume Mashmallow,Special,1 ep,3 min ,2016,,Comedy,Romantic Subtext,Creators in Pack,Web manga,14K,6.04
Yatogame-chan Kansatsu Nikki Sansatsume,TV,12 eps,3 min ,2021,Shounen,"Comedy,Slice of Life",School,Creators in Pack,4-koma manga,14K,6.37
